"ID","n_victimas","tipo_de_calle","calle","altura","cruce","dirección_normalizada","comuna","lon","lat","participantes","victima","acusado","fecha_hora","es_cruce"
"2019-0089",1,"AVENIDA","BROWN, ALTE. AV.","ESQ","BLANES, JUAN MANUEL","BROWN, ALTE. AV. y BLANES, JUAN MANUEL",4.0,-58.36244648,-34.63107887,"PEATON-CARGAS","PEATON","CARGAS","2019-10-23 15:45:00","Esquina"
"2019-0090",1,"AVENIDA","ALBERDI, JUAN BAUTISTA AV.","5455","NA","ALBERDI, JUAN BAUTISTA AV. 5455",9.0,-58.49962423,-34.64868027,"PEATON-MOTO","PEATON","MOTO","2019-10-24 18:26:00","Calle"
"2019-0091",1,"AVENIDA","JUSTO, JUAN B. AV.","ESQ","CAMARGO","JUSTO, JUAN B. AV. y CAMARGO",15.0,-58.44551437,-34.59559816,"PEATON-PASAJEROS","PEATON","PASAJEROS","2019-11-01 20:50:00","Esquina"
"2019-0092",1,"CALLE","BRIN, MINISTRO","ESQ","SUAREZ","BRIN, MINISTRO y SUAREZ",4.0,-58.35608181,-34.63420319,"PEATON-PASAJEROS","PEATON","PASAJEROS","2019-11-03 10:30:00","Esquina"
"2019-0093",1,"AVENIDA","NIZA","ESQ","JUSTO, JUAN B. AV.","NIZA y JUSTO, JUAN B. AV.",11.0,-58.46483679,-34.60907662,"BICICLETA-OTRO","BICICLETA","OTRO","2019-11-13 11:50:00","Esquina"
"2019-0094",1,"CALLE","CAMARGO","ESQ","SERRANO","CAMARGO y SERRANO",15.0,-58.44368628,-34.59724326,"MOTO-OTRO","MOTO","OTRO","2019-11-18 14:00:00","Esquina"
"2019-0095",1,"AUTOPISTA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI","ESQ","NA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.",1.0,-58.37864583,-34.62907067,"MOTO-CARGAS","MOTO","CARGAS","2019-11-20 15:30:00","Calle"
"2019-0096",1,"AVENIDA","CASEROS AV.","ESQ","PIEDRAS","CASEROS AV. y PIEDRAS",1.0,-58.37560352,-34.62726382,"PEATON-PASAJEROS","PEATON","PASAJEROS","2019-11-22 19:33:00","Esquina"
"2019-0097",1,"AUTOPISTA","AUTOPISTA PERITO MORENO","ESQ","NA","AUTOPISTA PERITO MORENO KM. 5.6",9.0,-58.47721439,-34.64815069,"MULTIPLE","MOTO","MULTIPLE","2019-11-25 08:50:00","Calle"
"2019-0098",1,"AVENIDA","GUZMAN","365","NA","GUZMAN 365",15.0,-58.45134029,-34.58984288,"PASAJEROS-PASAJEROS","PASAJEROS","PASAJEROS","2019-11-25 14:00:00","Calle"
"2019-0100",1,"AVENIDA","DE LOS CONSTITUYENTES AV.","4300","NA","DE LOS CONSTITUYENTES AV. 4300",12.0,-58.49040794,-34.58368803,"MOTO-AUTO","MOTO","AUTO","2019-12-05 17:30:00","Calle"
"2019-0101",1,"AVENIDA","MORENO, PERITO AV.","ESQ","TILCARA AV.","MORENO, PERITO AV. y TILCARA AV.",4.0,-58.42102679,-34.64991178,"MOTO-MOTO","MOTO","MOTO","2019-12-17 04:20:00","Esquina"
"2019-0102",1,"CALLE","IBARROLA","ESQ","GORDILLO, TIMOTEO","IBARROLA y GORDILLO, TIMOTEO",9.0,-58.52219407,-34.64143926,"MOTO-AUTO","MOTO","AUTO","2019-12-17 14:30:00","Esquina"
"2019-0103",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","GRIVEO","PAZ, GRAL. AV. y GRIVEO",11.0,-58.52169422,-34.5947164,"MOTO-MOTO","MOTO","MOTO","2019-12-18 00:00:00","Esquina"
"2019-0104",1,"AVENIDA","RIVADAVIA AV.","ESQ","PERGAMINO","RIVADAVIA AV. y PERGAMINO",10.0,-58.47460416,-34.63206174,"MOTO-AUTO","MOTO","AUTO","2019-12-21 04:25:00","Esquina"
"2019-0105",1,"AVENIDA","SANTO TOME","ESQ","SEGUROLA AV.","SANTO TOME y SEGUROLA AV.",10.0,-58.50512382,-34.61520391,"PEATON-AUTO","PEATON","AUTO","2019-05-05 11:00:00","Esquina"
"2020-0001",1,"CALLE","URIARTE","ESQ","LOYOLA","URIARTE y LOYOLA",15.0,-58.43910409,-34.59213355,"PEATON-AUTO","PEATON","AUTO","2020-01-04 10:40:00","Esquina"
"2020-0002",1,"AVENIDA","SARAZA","ESQ","VARELA AV.","SARAZA y VARELA AV.",7.0,-58.45019436,-34.64646409,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2020-01-05 20:00:00","Esquina"
"2020-0003",1,"AVENIDA","RIVADAVIA AV.","ESQ","COMBATE DE LOS POZOS","RIVADAVIA AV. y COMBATE DE LOS POZOS",3.0,-58.39337644,-34.60927582,"PEATON-AUTO","PEATON","AUTO","2020-01-11 06:00:00","Esquina"
"2020-0004",1,"AVENIDA","RODRIGUEZ PE?A","ESQ","RIVADAVIA AV.","RODRIGUEZ PEÃ‘A y RIVADAVIA AV.",1.0,-58.39055614,-34.60919284,"PEATON-PASAJEROS","PEATON","PASAJEROS","2020-01-14 21:40:00","Esquina"
"2020-0005",1,"AVENIDA","24 DE NOVIEMBRE","ESQ","SAN JUAN AV.","24 DE NOVIEMBRE y SAN JUAN AV.",3.0,-58.41036975,-34.62477021,"MOTO-PASAJEROS","MOTO","PASAJEROS","2020-01-14 06:00:00","Esquina"
"2020-0006",1,"AVENIDA","LAFUENTE AV.","2250","NA","LAFUENTE AV. 2250",8.0,-58.44925765,-34.65412546,"MOTO-CARGAS","MOTO","CARGAS","2020-01-20 12:55:00","Calle"
"2020-0007",1,"CALLE","CHILE","ESQ","LIMA","CHILE y LIMA",1.0,-58.3815685,-34.61648696,"PEATON-MOTO","PEATON","MOTO","2020-01-27 00:37:00","Esquina"
"2020-0008",1,"AVENIDA","CORDOBA AV.","ESQ","JAURES, JEAN","CORDOBA AV. y JAURES, JEAN",2.0,-58.40662899,-34.59804521,"MOTO-CARGAS","MOTO","CARGAS","2020-01-30 07:10:00","Esquina"
"2020-0009",1,"CALLE","PERON, JUAN DOMINGO, TTE. GENERAL","ESQ","SALGUERO, JERONIMO","PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO",5.0,-58.41985649,-34.6060085,"PEATON-AUTO","PEATON","AUTO","2020-02-04 14:50:00","Esquina"
"2020-0010",1,"AVENIDA","9 DE JULIO AV.","ESQ","SAN JUAN AV.","9 DE JULIO AV. y SAN JUAN AV.",1.0,-58.38099833,-34.62214953,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2020-02-08 05:45:00","Esquina"
"2020-0011",1,"CALLE","COLOMBRES","466","NA","COLOMBRES 466",5.0,-58.41803309,-34.61823178,"MOTO-CARGAS","MOTO","CARGAS","2020-02-12 11:29:00","Calle"
"2020-0012",1,"CALLE","MEXICO","2860","NA","MEXICO 2860",3.0,-58.40604003,-34.61783553,"PEATON-MOTO","PEATON","MOTO","2020-02-18 21:00:00","Calle"
"2020-0013",1,"AVENIDA","COMBATIENTES DE MALVINAS AV.","ESQ","TRIUNVIRATO AV.","COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.",15.0,-58.47549929,-34.57994061,"PEATON-MOTO","PEATON","MOTO","2020-02-20 12:00:00","Esquina"
"2020-0014",1,"CALLE","BERMUDEZ","ESQ","NOGOYA","BERMUDEZ y NOGOYA",11.0,-58.51398484,-34.61600366,"MOTO-PASAJEROS","MOTO","PASAJEROS","2020-02-27 02:14:00","Esquina"
"2020-0015",1,"AVENIDA","BRASIL AV.","ESQ","PASEO COLON AV.","BRASIL AV. y PASEO COLON AV.",1.0,-58.36797542,-34.62519403,"MOTO-PASAJEROS","MOTO","PASAJEROS","2020-02-28 14:30:00","Esquina"
"2020-0016",1,"AVENIDA","ALEM, LEANDRO N. AV.","770","NA","ALEM, LEANDRO N. AV. 770",1.0,-58.37133616,-34.59879316,"PEATON-PASAJEROS","PEATON","PASAJEROS","2020-02-29 13:00:00","Calle"
"2020-0017",1,"AVENIDA","BELGRANO AV.","ESQ","RINCON","BELGRANO AV. y RINCON",3.0,-58.39613805,-34.61413568,"PEATON-AUTO","PEATON","AUTO","2020-03-05 23:00:00","Esquina"
"2020-0018",1,"AVENIDA","UDAONDO, GUILLERMO AV.","901","NA","UDAONDO, GUILLERMO AV. 901",13.0,-58.44903073,-34.54200276,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2020-03-09 14:00:00","Calle"
"2020-0019",1,"CALLE","CONSTITUCION","ESQ","CASTRO","CONSTITUCION y CASTRO",5.0,-58.41972364,-34.6284667,"PEATON-AUTO","PEATON","AUTO","2020-03-10 21:00:00","Esquina"
"2020-0020",1,"AVENIDA","PUEYRREDON AV.","ESQ","GOMEZ, VALENTIN","PUEYRREDON AV. y GOMEZ, VALENTIN",3.0,-58.40571596,-34.60557123,"PEATON-MOTO","PEATON","MOTO","2020-03-13 17:30:00","Esquina"
"2020-0021",1,"CALLE","BRAVO, MARIO","1279","NA","BRAVO, MARIO 1279",2.0,-58.4145159,-34.59488319,"PEATON-AUTO","PEATON","AUTO","2020-03-14 16:50:00","Calle"
"2020-0022",1,"AUTOPISTA","AUTOPISTA DELLEPIANE LUIS TTE. GRAL.","ESQ","ESCALADA AV.","AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.",9.0,-58.47297505,-34.66245085,"AUTO-CARGAS","AUTO","CARGAS","2020-04-07 06:15:00","Esquina"
"2020-0023",1,"AVENIDA","ARAOZ DE LAMADRID, GREGORIO, GRAL.","ESQ","BROWN, ALTE. AV.","ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",4.0,-58.35791192,-34.63695178,"AUTO-CARGAS","AUTO","CARGAS","2020-04-09 18:42:00","Esquina"
"2020-0024",1,"CALLE","MURGUIONDO","1339","NA","MURGUIONDO 1339",9.0,-58.50801713,-34.65177305,"AUTO-AUTO","AUTO","AUTO","2020-04-24 07:58:00","Calle"
"2020-0025",1,"AVENIDA","RIVADAVIA AV.","2551","NA","RIVADAVIA AV. 2551",3.0,-58.40258477,-34.60975108,"PEATON-AUTO","PEATON","AUTO","2020-05-12 05:35:00","Calle"
"2020-0027",1,"AVENIDA","DELLEPIANE, LUIS, TTE. GRAL.","ESQ","MONTIEL","DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",8.0,-58.48267426,-34.68454456,"PEATON-CARGAS","PEATON","CARGAS","2020-05-18 08:00:00","Esquina"
"2020-0028",1,"AVENIDA","SCALABRINI ORTIZ, RAUL AV.","ESQ","WARNES AV.","SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",15.0,-58.44248936,-34.60221948,"PEATON-PASAJEROS","PEATON","PASAJEROS","2020-05-19 10:00:00","Esquina"
"2020-0029",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","ROFFO, ANGEL H., DR.","PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",9.0,-58.52909134,-34.63886726,"PEATON-PASAJEROS","PEATON","PASAJEROS","2020-06-10 14:00:00","Esquina"
"2020-0030",1,"AVENIDA","SAN MARTIN AV.","1550","NA","SAN MARTIN AV. 1550",6.0,-58.45158942,-34.6064658,"MULTIPLE","MOTO","MULTIPLE","2020-06-16 15:00:00","Calle"
"2020-0031",1,"AVENIDA","GARZON, EUGENIO, GRAL. AV.","ESQ","LARRAYA","GARZON, EUGENIO, GRAL. AV. y LARRAYA",9.0,-58.49344309,-34.65788529,"MOTO-CARGAS","MOTO","CARGAS","2020-06-30 08:00:00","Esquina"
"2020-0032",1,"AVENIDA","CORRIENTES AV.","ESQ","SERRANO","CORRIENTES AV. y SERRANO",15.0,-58.44259166,-34.59635137,"MOTO-AUTO","MOTO","AUTO","2020-07-10 23:00:00","Esquina"
"2020-0033",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","DEL LIBERTADOR AV.","PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13.0,-58.46743471,-34.53476874,"AUTO-OBJETO FIJO","AUTO","OBJETO FIJO","2020-07-19 06:25:00","Esquina"
"2020-0034",1,"CALLE","MITRE, BARTOLOME","ESQ","ANCHORENA, TOMAS MANUEL DE, DR.","MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",3.0,-58.41178158,-34.60922259,"PEATON-AUTO","PEATON","AUTO","2020-08-02 03:20:00","Esquina"
"2020-0035",1,"AUTOPISTA","AUTOPISTA 25 DE MAYO","ESQ","NA","AUTOPISTA 25 DE MAYO y PUMACAHUA",7.0,-58.45068621,-34.63638927,"MOTO-PASAJEROS","MOTO","PASAJEROS","2020-08-04 05:30:00","Calle"
"2020-0036",1,"AVENIDA","SCALABRINI ORTIZ, RAUL AV.","ESQ","PARAGUAY","SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",14.0,-58.42016954,-34.5877879,"PEATON-MOTO","PEATON","MOTO","2020-08-07 18:40:00","Esquina"
"2020-0037",1,"AVENIDA","FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESQ","VARELA AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8.0,-58.43850413,-34.65554754,"PEATON-AUTO","PEATON","AUTO","2020-08-29 04:30:00","Esquina"
"2020-0038",2,"AVENIDA","LAS HERAS GENERAL AV.","ESQ","DIAZ, CNEL. AV.","LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14.0,-58.40617526,-34.58345898,"AUTO-AUTO","AUTO","AUTO","2020-08-30 04:00:00","Esquina"
"2020-0040",1,"AVENIDA","CASTILLO, RAMON S., PRES. AV.","ESQ","CALLE 12 (NO OFICIAL)","CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2.0,-58.38526125,-34.5780581,"AUTO-OBJETO FIJO","AUTO","OBJETO FIJO","2020-09-12 03:30:00","Esquina"
"2020-0041",1,"AVENIDA","CURAPALIGUE","ESQ","PERON, EVA AV.","CURAPALIGUE y PERON, EVA AV.",7.0,-58.4475047,-34.63491705,"MOTO-PASAJEROS","MOTO","PASAJEROS","2020-09-28 01:45:00","Esquina"
"2020-0042",1,"AVENIDA","DIAZ, ANA","ESQ","SOLDADO DE LA FRONTERA AV.","DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",8.0,-58.46745752,-34.68192648,"PEATON-PASAJEROS","PEATON","PASAJEROS","2020-09-29 17:10:00","Esquina"
"2020-0043",1,"AVENIDA","ALEM, LEANDRO N. AV.","ESQ","PARAGUAY","ALEM, LEANDRO N. AV. y PARAGUAY",1.0,-58.37202621,-34.59717942,"PEATON-PASAJEROS","PEATON","PASAJEROS","2020-09-30 17:20:00","Esquina"
"2020-0044",1,"AVENIDA","LA PLATA AV.","ESQ","INDEPENDENCIA AV.","LA PLATA AV. e INDEPENDENCIA AV.",6.0,-58.42779702,-34.62207347,"AUTO-AUTO","AUTO","AUTO","2020-10-05 00:20:00","Esquina"
"2020-0045",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","27 DE FEBRERO AV.","PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8.0,-58.46244952,-34.70524971,"AUTO-CARGAS","AUTO","CARGAS","2020-10-19 03:00:00","Esquina"
"2020-0046",1,"AVENIDA","NAZCA AV.","ESQ","CARRANZA, ADOLFO P.","NAZCA AV. y CARRANZA, ADOLFO P.",11.0,-58.4844016,-34.60776782,"MOTO-MOTO","MOTO","MOTO","2020-10-27 21:00:00","Esquina"
"2020-0047",1,"AUTOPISTA","AUTOPISTA PRESIDENTE HECTOR J. CAMPORA","ESQ","LACARRA AV.","AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.",9.0,-58.46668375,-34.65174801,"PEATON-CARGAS","PEATON","CARGAS","2020-10-27 14:00:00","Esquina"
"2020-0048",1,"AVENIDA","DORREGO AV.","614","NA","DORREGO AV. 614",15.0,-58.4495878,-34.59322448,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2020-10-29 20:20:00","Calle"
"2020-0049",1,"AVENIDA","DEL LIBERTADOR AV.","ESQ","RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1.0,-58.37533517,-34.59276462,"PEATON-AUTO","PEATON","AUTO","2020-10-30 20:00:00","Esquina"
"2020-0050",1,"AVENIDA","SANTA FE AV.","ESQ","GODOY CRUZ","SANTA FE AV. y GODOY CRUZ",14.0,-58.42525456,-34.57866344,"PEATON-MOTO","PEATON","MOTO","2020-11-01 22:00:00","Esquina"
"2020-0051",1,"AVENIDA","AVELLANEDA AV.","ESQ","MERCEDES","AVELLANEDA AV. y MERCEDES",10.0,-58.48493828,-34.62981124,"MOTO-AUTO","MOTO","AUTO","2020-11-05 00:40:00","Esquina"
"2020-0052",1,"AVENIDA","TUCUMAN","ESQ","PUEYRREDON AV.","TUCUMAN y PUEYRREDON AV.",3.0,-58.40480504,-34.60183884,"BICICLETA-CARGAS","BICICLETA","CARGAS","2020-11-07 06:50:00","Esquina"
"2020-0053",1,"AVENIDA","ALCORTA, AMANCIO AV.","ESQ","EINSTEIN, ALBERTO","ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",4.0,-58.41125934,-34.6541774,"AUTO-AUTO","AUTO","AUTO","2020-11-09 03:30:00","Esquina"
"2020-0054",1,"CALLE","INCLAN","ESQ","ALBERTI","INCLAN y ALBERTI",4.0,-58.39956546,-34.6297708,"BICICLETA-AUTO","BICICLETA","AUTO","2020-11-19 09:00:00","Esquina"
"2020-0055",1,"AVENIDA","OLAZABAL AV.","5437","NA","OLAZABAL AV. 5437",12.0,-58.49005682,-34.5786897,"PEATON-CARGAS","PEATON","CARGAS","2020-11-19 12:30:00","Calle"
"2020-0056",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","ROCA, CNEL. AV.","PAZ, GRAL. AV. y ROCA, CNEL. AV.",8.0,-58.47064556,-34.69843756,"MOTO-CARGAS","MOTO","CARGAS","2020-11-21 13:00:00","Esquina"
"2020-0057",1,"AVENIDA","NAZCA AV.","ESQ","VIALE, LUIS","NAZCA AV. y VIALE, LUIS",11.0,-58.4750156,-34.61945902,"PEATON-AUTO","PEATON","AUTO","2020-11-23 07:45:00","Esquina"
"2020-0058",1,"AVENIDA","OLIVERA AV.","ESQ","FALCON, RAMON L.,CNEL.","OLIVERA AV. y FALCON, RAMON L.,CNEL.",10.0,-58.48727942,-34.63652467,"PEATON-AUTO","PEATON","AUTO","2020-11-24 16:00:00","Esquina"
"2020-0059",1,"CALLE","BRASIL","1100","NA","BRASIL 1100",1.0,-58.3795169,-34.62794241,"PEATON-PASAJEROS","PEATON","PASAJEROS","2020-12-01 06:35:00","Calle"
"2020-0060",1,"AVENIDA","HOMERO","ESQ","PERON, EVA AV.","HOMERO y PERON, EVA AV.",9.0,-58.47750832,-34.65672199,"PEATON-MOTO","PEATON","MOTO","2020-12-03 20:30:00","Esquina"
"2020-0061",1,"AUTOPISTA","CANTILO, INT.","ESQ","UDAONDO, GUILLERMO AV.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",13.0,-58.44927253,-34.54048625,"MOTO-CARGAS","MOTO","CARGAS","2020-12-03 14:40:00","Esquina"
"2020-0062",1,"CALLE","MORENO","1845","NA","MORENO 1845",3.0,-58.39246272,-34.61253541,"BICICLETA-PASAJEROS","BICICLETA","PASAJEROS","2020-12-04 17:19:00","Calle"
"2020-0063",2,"CALLE","NUEVA YORK","ESQ","ALTA GRACIA","NUEVA YORK y ALTA GRACIA",11.0,-58.52783814,-34.61047001,"PEATON_MOTO-MOTO","PEATON_MOTO","MOTO","2020-12-05 07:10:00","Esquina"
"2020-0065",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","GOYENECHE, ROBERTO PARQUE AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12.0,-58.49332664,-34.54836855,"MOTO-AUTO","MOTO","AUTO","2020-12-05 16:00:00","Esquina"
"2020-0066",1,"AUTOPISTA","AUTOPISTA PERITO MORENO","ESQ","NA","AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO)",10.0,-58.50178784,-34.63593897,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2020-12-07 04:30:00","Calle"
"2020-0067",1,"AVENIDA","SAENZ AV.","ESQ","BEAZLEY","SAENZ AV. y BEAZLEY",4.0,-58.41657793,-34.65476216,"PEATON-PASAJEROS","PEATON","PASAJEROS","2020-12-11 22:00:00","Esquina"
"2020-0068",1,"AVENIDA","DEL LIBERTADOR AV.","ESQ","AUSTRIA","DEL LIBERTADOR AV. y AUSTRIA",2.0,-58.39731474,-34.58307887,"MOTO-AUTO","MOTO","AUTO","2020-12-12 20:30:00","Esquina"
"2020-0069",1,"AVENIDA","INDEPENDENCIA AV.","ESQ","SAENZ PE?A, LUIS, PRES.","INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",1.0,-58.38746381,-34.61790839,"MOTO-PASAJEROS","MOTO","PASAJEROS","2020-12-15 05:20:00","Esquina"
"2020-0070",1,"AVENIDA","CALLAO AV.","ESQ","LAS HERAS, GENERAL","CALLAO AV. y LAS HERAS, GENERAL",2.0,-58.39189441,-34.59176378,"PEATON-PASAJEROS","PEATON","PASAJEROS","2020-12-17 15:35:00","Esquina"
"2020-0071",1,"AVENIDA","SAN PEDRITO AV.","ESQ","DIRECTORIO AV.","SAN PEDRITO AV. y DIRECTORIO AV.",7.0,-58.46749188,-34.63551751,"PEATON-AUTO","PEATON","AUTO","2020-12-17 23:00:00","Esquina"
"2020-0072",1,"AVENIDA","JUJUY AV.","ESQ","CALVO, CARLOS","JUJUY AV. y CALVO, CARLOS",3.0,-58.40280471,-34.62113271,"BICICLETA-AUTO","BICICLETA","AUTO","2020-12-19 03:30:00","Esquina"
"2020-0073",1,"AVENIDA","27 DE FEBRERO AV.","ESQ","ESCALADA AV.","27 DE FEBRERO AV. y ESCALADA AV.",8.0,-58.44451316,-34.68475866,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2020-12-20 07:40:00","Esquina"
"2020-0074",1,"AVENIDA","BOGOTA","ESQ","NAZCA AV.","BOGOTA y NAZCA AV.",7.0,-58.47110424,-34.62742408,"AUTO-AUTO","AUTO","AUTO","2020-12-20 21:00:00","Esquina"
"2020-0075",1,"AVENIDA","CORRIENTES AV.","ESQ","9 DE JULIO AV.","CORRIENTES AV. y 9 DE JULIO AV.",1.0,-58.38220928,-34.60373898,"PEATON-PASAJEROS","PEATON","PASAJEROS","2020-12-23 14:00:00","Esquina"
"2020-0076",1,"AVENIDA","ALVAREZ JONTE AV.","ESQ","CHIVILCOY","ALVAREZ JONTE AV. y CHIVILCOY",10.0,-58.49794468,-34.61565025,"AUTO-PASAJEROS","AUTO","PASAJEROS","2020-12-24 12:30:00","Esquina"
"2020-0077",2,"AVENIDA","SAN MARTIN AV.","ESQ","PUNTA ARENAS","SAN MARTIN AV. y PUNTA ARENAS",15.0,-58.47220945,-34.60111373,"MOTO-AUTO","MOTO","AUTO","2020-12-25 06:40:00","Esquina"
"2020-0078",1,"CALLE","BARCO CENTENERA DEL","1118","NA","BARCO CENTENERA DEL 1118",7.0,-58.43706741,-34.63217813,"BICICLETA-PASAJEROS","BICICLETA","PASAJEROS","2020-12-25 05:50:00","Calle"
"2020-0079",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","GOYENECHE, ROBERTO PARQUE AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12.0,-58.49332664,-34.54836855,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2020-12-27 04:15:00","Esquina"
"2021-0001",1,"AUTOPISTA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI","ESQ","NA","AU FRONDIZI KM. 3",1.0,-58.37960727,-34.62622851,"MOTO-AUTO","MOTO","AUTO","2021-01-06 18:00:00","Calle"
"2021-0002",1,"AVENIDA","CASTRO, EMILIO AV.","ESQ","MURGUIONDO","CASTRO, EMILIO AV. y MURGUIONDO",9.0,-58.51061062,-34.64972472,"MOTO-CARGAS","MOTO","CARGAS","2021-01-07 10:20:00","Esquina"
"2021-0003",1,"AUTOPISTA","AUTOPISTA 25 DE MAYO","ESQ","NA","AUTOPISTA 25 DE MAYO KM. 3.7",7.0,-58.43052224,-34.62941648,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2021-01-10 07:40:00","Calle"
"2021-0004",1,"AVENIDA","CASEROS AV.","ESQ","GUARANI","CASEROS AV. y GUARANI",5.0,-58.41455544,-34.63866836,"PEATON-CARGAS","PEATON","CARGAS","2021-01-11 09:12:18","Esquina"
"2021-0005",1,"AVENIDA","PERON, EVA AV.","3800","NA","PERON, EVA AV. 3800",9.0,-58.46774439,-34.64730145,"PEATON-AUTO","PEATON","AUTO","2021-01-11 21:30:00","Calle"
"2021-0006",1,"AUTOPISTA","AUTOPISTA ARTURO ILLIA","ESQ","SARMIENTO AV.","AUTOPISTA ARTURO ILLIA y SARMIENTO AV.",14.0,-58.40786274,-34.56726817,"MOTO-CARGAS","MOTO","CARGAS","2021-01-12 21:00:00","Esquina"
"2021-0007",1,"AVENIDA","DE LOS CONSTITUYENTES AV.","ESQ","GIRIBONE","DE LOS CONSTITUYENTES AV. y GIRIBONE",15.0,-58.48744301,-34.58622275,"MOTO-MOTO","MOTO","MOTO","2021-01-18 10:00:00","Esquina"
"2021-0008",1,"AVENIDA","SAENZ AV.","ESQ","RABANAL, FRANCISCO, INTENDENTE AV.","SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",4.0,-58.41657793,-34.65476216,"PEATON-PASAJEROS","PEATON","PASAJEROS","2021-01-22 23:30:00","Esquina"
"2021-0009",1,"AVENIDA","PAYSANDU","ESQ","GAONA AV.","PAYSANDU y GAONA AV.",6.0,-58.45351111,-34.61134937,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2021-01-23 05:30:00","Esquina"
"2021-0010",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12.0,-58.5007381,-34.5497951,"MOTO-AUTO","MOTO","AUTO","2021-01-23 08:00:00","Esquina"
"2021-0011",1,"AVENIDA","SANTA FE AV.","1675","NA","SANTA FE AV. 1675",2.0,-58.39144148,-34.59564871,"PEATON-AUTO","PEATON","AUTO","2021-01-27 01:04:26","Calle"
"2021-0012",1,"AUTOPISTA","DELLEPIANE, LUIS, TTE. GRAL.","ESQ","GUAMINI","DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI",8.0,-58.48191128,-34.68385968,"PEATON-AUTO","PEATON","AUTO","2021-01-29 20:07:22","Esquina"
"2021-0013",1,"AVENIDA","FALCON, RAMON L.,CNEL.","ESQ","OLIVERA AV.","FALCON, RAMON L.,CNEL. y OLIVERA AV.",10.0,-58.48727942,-34.63652467,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2021-01-31 06:10:00","Esquina"
"2021-0014",1,"AVENIDA","SAN MARTIN AV.","ESQ","NOGOYA","SAN MARTIN AV. y NOGOYA",15.0,-58.48328708,-34.59779521,"PEATON-AUTO","PEATON","AUTO","2021-02-02 00:50:00","Esquina"
"2021-0015",1,"AVENIDA","SAN MARTIN AV.","ESQ","TINOGASTA","SAN MARTIN AV. y TINOGASTA",15.0,-58.49018543,-34.5972499,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2021-02-06 03:05:00","Esquina"
